channel_title,message_id,message_date,message,media_path,emoji_used,youtube_links
CheMed123,97,2023-02-10 12:23:06,"️**Notice! **Dear esteemed customers, Due to four-day motorbike movement restrictions, we have limited our services to matchmaking,drug information, and medical consultation only. **N.B.  **We will make deliveries for those for whom the medications are urgent. You can book deliveries starting from Monday, February 13, 2023",../docs/images\photo_2025-02-05_00-12-05.jpg,⚠🔅🔅,No YouTube link
CheMed123,96,2023-02-02 08:58:52,Mela-One በውስጡ ሆርሞን ያለው ድንገተኛ ወሊድ መቆጣጠርያ ሲሆን ያለመከላከያ የተደረገ የግብረስጋ ግንኙነት ሲኖር በ72 ሰዓታት ወስጥ መወሰድ ይኖርበታል። ከChe-Med ለማዘዝ፡  በቴሌግራም ግሩፓችን- t.me/CheMeds ዌብሳይት- www.chemeds.org ይዘዙን።,../docs/images\photo_2025-02-05_00-12-05 (1).jpg,📌,No YouTube link
CheMed123,95,2023-02-01 08:59:37,**አዚትሮማይሲን** በሃኪም መድሃኒት ማዘዣ ከሚታዘዙ አንቲባዮቲኮች አንዱ ሲሆን በርከት ያሉ ባክቴርያዎችን ይገላል። በቀን አንዴ ለ3 ቀናት ምግብ ከመብላታችን 1 ሰዓት ቀደም ብሎ ወይንም ከበላን ከ 2 ሰዓት በኋላ መወሰድ ይኖርበታል። የሃኪም ማዘዣ ካልዎት  በቴሌግራም ግሩፓችን-t.me/CheMeds ዌብሳይት- www.chemeds.org ይላኩልን።,../docs/images\photo_2025-02-05_00-12-06.jpg,📌,No YouTube link
CheMed123,94,2023-01-31 09:19:53,**Che-Med Trivia #3 **ምግብና መጠጦች አንዳንድ መድሃኒቶች በደንብ እንዳይሰሩ ሊያደርጉ ይችላሉ። በዚህ ሁኔታ እነዚህን መድሃኒቶች ምግብ ከወሰድን ከ1 ሰዓት እስከ 2 ሰዓት ባለ ጊዜ ውስጥ መውሰድ ያስፈልግዎታል። ከነዚህም ወስጥ **የእንቅርት መድሃኒቶች፣Omeprazole፣Sildenafil(Viagra)፣Captopril እና Ampicillin** ይጠቀሳሉ። መድሃኒትዎ ከምግብ ጋር ያለውን አወሳሰድ እርግጠኛ ካልሆኑ ሃኪምዎን ወይም ፋርማሲስትዎን ያማክሩ።,../docs/images\photo_2025-02-05_00-12-06 (1).jpg,No emoji,No YouTube link
CheMed123,93,2023-01-30 09:45:25,"**Che-Med Trivia #2 **እንደ Ciprofloxacin, Doxycycline, Levothyroxine, Iron supplement ያሉ መድሃኒቶችን ከወተት እና ከወተት ተዋፅዖዎች ጋር እንዲሁም ከእንቁላል ጋር መውሰድ መድሃኒቶቹ በሰውነታችን የሚፈለገውን ስራ እንዳይሰሩ ያደርጋቸዋል። ይህም በወተት ተዋጽኦዎች ውስጥ ያለው ካልሲየም እነዚህ መድሃኒቶች በሰውታችን ወስጥ እንዳይዋህዱ ጣልቃ ስለሚገባ ነው።",../docs/images\photo_2025-02-05_00-12-06 (2).jpg,No emoji,No YouTube link
CheMed123,92,2023-01-27 07:18:40,**You can get our services at: **Our pharmacist:** ****https://t.me/CheMedAssistant9798**** **Our call center: **9798 **Our website: **www.chemeds.org**,../docs/images\photo_2025-02-05_00-12-07.jpg,No emoji,No YouTube link
CheMed123,91,2023-01-26 18:27:53,"**Che-Med Trivia #1 **The U.S. pharmaceutical industry is the largest in the world, making up about 40% of the worldwide drug development, manufacturing, and revenue generation. And half of the world’s top 10 pharmaceutical companies are in America, including the headquarters for Johnson & Johnson, Pfizer, Merck and Co., AbbVie, Eli Lilly and Co., and Abbott Laboratories. In fact, Johnson & Johnson’s revenue alone reached $82.6 billion in 2020.",../docs/images\photo_2025-02-05_00-12-07 (1).jpg,No emoji,No YouTube link
CheMed123,90,2023-01-23 10:39:20,**CVS Daytime & Nighttime Cold and Flu Relief **ለሰሞኑ ጉንፋን ማስታገሻ በአንደኝነት ተመራጭ የሆነውን **CVS Daytime & Nighttime Cold and Flu Relief** Che-Med ይዞላችሁ መጧል። በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን። ለማዘዝ፦ Our pharmacist:** ****https://t.me/CheMedAssistant9798**** **Our call center: **9798 **Our website: www.chemeds.org Che-Med is the best way to find your meds!,../docs/images\photo_2025-02-05_00-12-07 (2).jpg,No emoji,No YouTube link
CheMed123,89,2023-01-17 19:10:57,ለናንተ ለደምበኞቻችን ይሆናሉ ያልናቸዉን ምርጥ ቫይታሚንና ሰፕልመንቶች እነሆ!! አጭር የTiktok ቪዲዮአችንን በመመልከት ግንዛቤዎን ይጨምሩ።  https://vm.tiktok.com/ZMYJHUVde/ የTiktok ቻናላችንን Like እና Follow ያድርጉ።,No image,🟠👇👇👇👇👇👇👇👇👇👇👇👇👇,No YouTube link
CheMed123,88,2023-01-17 08:43:12,**Sundown Cinnamon! Supports sugar metabolism**. Che-Med **Sundown Cinnamon** **Supplement Product** ይዞላችሁ መጧል። በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን። ለማዘዝ፦ Our pharmacist:** ****https://t.me/CheMedAssistant9798**** **Our call center: **9798 **Che-Med is the best way to find your meds!,../docs/images\photo_2025-02-05_00-12-08.jpg,🌞,No YouTube link
lobelia4cosmetics,15287,2025-02-04 14:02:20,JUNGLE OATS  Price 3000 birr  Telegram :-@Lobeliacosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  ALEMNESH PLAZA GROUND FLOOR  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 500 ብር For delivery option fees are from 70 birr -500 birr,../docs/images\photo_2025-02-05_00-12-10.jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15285,2025-02-04 14:02:20,Nodules  Price 400 birr  Telegram :-@Lobeliacosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  ALEMNESH PLAZA GROUND FLOOR  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 500 ብር For delivery option fees are from 70 birr -500 birr,../docs/images\photo_2025-02-05_00-12-10 (1).jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15284,2025-02-04 14:02:19,EUCERIN ANTI PIGMENT DUAL SERUM  Price 8000 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-10 (2).jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15283,2025-02-04 14:02:19,ENSURE 850GM Price 3800 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-11.jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15282,2025-02-04 14:02:19,Enfagrow A+ Price 5500 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-11 (1).jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15281,2025-02-04 14:02:19,go & grow 850gm Price 5500 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-12.jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15280,2025-02-04 14:02:19,ENFAGROW  Price 5500 Telegram @Lobeliacosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  ALEMNESH PLAZA GROUND FLOOR  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-12 (1).jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15279,2025-02-04 14:02:19,GLUCERNA  Price 3300 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-12 (2).jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15278,2025-02-04 14:02:19,NIDO 1.8KG  Price 4500 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-13.jpg,👉☎🏍🏍🏍,No YouTube link
lobelia4cosmetics,15277,2025-02-04 05:47:21,PRENATAL 120 GUMMIES  Price 6500 birr  Telegram https://t.me/lobelia4cosmetics Msg Lobelia pharmacy and cosmetics  ️ call 0911562031/0911587703 Adress:- Infront of Bole Medhanialem high school  Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት  የትራንስፖርት አማራጭ ከ70 - 200 ብር For delivery option fees are from 70 birr - 200 birr,../docs/images\photo_2025-02-05_00-12-13 (1).jpg,👉☎🏍🏍🏍,No YouTube link
yetenaweg,1245,2025-01-22 09:50:46,** ጥር የማህፀን በር ጫፍ ካንሰር የግንዛቤ ማስጨበጫ ወር ነው!**   ቁልፍ ማሳሰቢያዎች፡- ** በመደበኛነት ይመርመሩ፡ የፓፕ ስሚር እና የ HPV ምርመራዎች ቀደም ብሎ ለመለየት አስፈላጊ ናቸው።  መከተብ፡ የ HPV ክትባት የማኅፀን በር ካንሰርን ለመከላከል ወሳኝ ነው።  ምልክቶቹን ይወቁ፡- ያልተለመደ የደም መፍሰስ፣ በግንኙነት ወቅት ህመም፣ መጥፎ ጠረን ያለው ፈሳሽ…ወዘተ**  የማህፀን በር ጫፍ ካንሰር **ቶሎ ከተገኘ ሊከላከሉት ከሚችሉ እና ሊታከሙ ከሚችሉ ካንሰሮች አንዱ ነው**።   **የማህፀን በር ካንሰርን በመከላከል እና ቀድሞ በማከም በሽታውን መቀነስ ይቻላል::** ️ ስለ የማህፀን በር ካንሰርን የበለጠ ለማንበብ የሚከተለውን ማስፈንጠሪያ ይጫኑ: [እዚህ ይጫኑ](https://cutt.ly/se3YngvH),No image,🎗💙✨🩺🔹🔹🔹💡🛡✍,No YouTube link
yetenaweg,1243,2025-01-07 03:35:26,** ርእደ መሬት ቢከሰት ምን ማድረግ እንዳለብዎት ያውቃሉ? ** **️ርእደ መሬት ያለምንም ማስጠንቀቂያ  ሊከሰት ይችላል፣ ይህም በህይወት እና ንብረት ላይ ከፍተኛ ጉዳት ያስከትላል።  ዝግጁ መሆን  ደህንነትን ለመጠበቅ የመጀመሪያው እርምጃ ነው—እራስዎን ይጠብቁ ፣ የአደጋ ጊዜ እቅድ ይኑርዎት፣ ርእደ መሬት በሚከሰትበት ጊዜ እና በኋላ ምን ማድረግ እንዳለቦት ይወቁ:-**  **ባሉበት ዝቅ ይበሉ፣ በእጆችዎ  እና ጉልበቶችዎ ይሂዱ**። ይህ አካሄድ በሚወድቁ ነገሮች እና ፍርስራሾች ከመመታት እና መውደቅ ይከላከላል፣ ወደ ደህንነት ሳይጎዱ እንዲሄዱ ያስችላል ።  **ጭንቅላትዎን እና አንገትዎን በእጅዎ ይሸፍ**ኑ ፣ ጠንካራ ጠረጴዛ በአቅራቢያ ካለ ከሱ ስር ለጥበቃ በመግባት ይጠለሉ ።  ምንም መጠለያ ከሌለ፣ **ከመስኮቶች ይራቁ**፣ ወደ የቤቱ/ህንጻ ውስጠኛው ግድግዳ ይሂዱ እና እራስዎን ከሚወድቁ ነገሮች ወይም ፍርስራሾች ለመከላከል **ጎንበስ ይበሉ** ። **️በጠረጴዛ  ስር ከተጠለሉ በመንቀጥቀጡ ጊዜ ሊንቀሳቀስ ስለሚችሉ አጥብቀው ይያዙት። ️ጭንቅላትዎን እና አንገትዎን በእጅዎ ይሸፍኑ ፣ መጠለያ ከሌለ መንቀጥቀጡ እስኪቆም ድረስ በሁለቱም እጆችዎ ጭንቅላትዎን እና አንገትዎን በመሸፈን እራስዎን ይጠብቁ።** **በመሬት መንቀጥቀጥ ወቅት የእርስዎንም ሆነ የቤተሰብዎን ደህንነት ለመጠበቅ  ወቅታዊ የሆኑ ማንቂያዎችን፣ መመሪያዎችን ለማግኘት ይህን መተግበሪያ ይጠቀሙ**:- **IOS**[**:**](https://apps.apple.com/us/app/rilevatore-terremoto/id1449893235) እዚህ ይጫኑ[ ](https://play.google.com/store/apps/details?id=com.finazzi.distquake)** Android: **[እዚህ ይጫኑ ](https://play.google.com/store/apps/details?id=com.finazzi.distquake) **Huawei App Gallery**: [እዚህ ይጫኑ](https://appgallery7.huawei.com/#/app/C101792515),No image,🌍🤔⚠✅👉🚨👉🛡👉🛡❗❗🌍📱👉👉👉,No YouTube link
yetenaweg,1242,2024-12-16 07:08:46,**የጤና ወግ ቪዲዮ ፖድካስት**  ከ **EngenderHealth **እና ከ**Saint Paul Institute for Reproductive Health and Rights (SPIRHR)** ጋር በመተባበር:                             **‍‍‍የቤተሰብ ምጣኔ‍‍‍**  ውይይቱ ውስጥ የተካተቱት ርዕሶች፡- ** የቤተሰብ ምጣኔ ማለት ምን ማለት ነው።  የተለያዩ አይነት የእርግዝና መከላከያ ዘዴዎች እና አጠቃቀማቸው ️ ጥቅሞቻቸው፣ ጉዳቶቻቸው እና ውጤታማነታቸው  ለፍላጎትዎ ትክክለኛውን የእርግዝና መከላከያ ዘዴ መምረጥ  እና ሌሎች ተጨማሪ የመወያያ** **ነጥቦች ** ውይይቱን ለመመልከት [እዚህ ይጫኑ ]( **የዩቲዩብ ቻናላችንን ሰብስክራይብ በማድረግ በቀጣይ አዲስ ፖድካስቶች፣ በጤና እና ደህንነት ጉዳዮች ላይ ከባለሙያ ጋር ያደረኛቸው ውይይቶችን ማግኘት ይችላሉ።   YouTube: **** ** አዳዲስ መረጃዎችን ለማግኘት በማህበራዊ ሚዲያዎቻችን ላይ ይከተሉን:  Instagram: ****https://instagram.com/yetena_weg?r=nametag****  Twitter: ****https://twitter.com/yetenaw?s=21&t=NyVsmz_NUwSnHTOXIw8vZw****  Facebook: ****https://www.facebook.com/YeTenaw****  YouTube: ****  Website: ****https://yetenaweg.com/****   LinkedIn: ****https://www.linkedin.com/company/yetena-weg/**,No image,🎙✨✨🎙🤝👨👩👧👦👨👩👧👦🌟🤔💊🤱⚖💡💑💬👉🌟🎙📹📱📸🐦📘📹🌐💼,"https://youtu.be/hdoMn7aXZKk), https://www.youtube.com/c/YeTenaWeg?sub_confirmation=1**, https://www.youtube.com/c/YeTenaWeg?sub_confirmation=1****"
yetenaweg,1241,2024-12-13 06:49:28,** የጤና ወግ ቪዲዮ ፖድካስት ** በ **EngenderHealth **እና **Saint Paul Institute for Reproductive Health and Rights (SPIRHR) **ጋር በመተባበር:         **️ጉርምስና**   የተካተቱት ርዕሶች: **__ በጉርምስና ወቅት ምን ለውጦች ይከሰታሉ?  ‍‍‍ ወላጆች ስለ-ስነ ተዋልዶ ጤንነት ከልጆቻቸው ጋር መቼ መወያየት አለባቸው?  ‍️ ወጣቶች በመረጃ ላይ የተመሰረተ ምርጫ ማድረግ የሚችሉት እንዴት ነው?  እና ሌሎች ተጨማሪ ውይይቶች!__** ውይይቱን ለመመልከት [እዚህ ይጫኑ ]( **የዩቲዩብ ቻናላችንን ሰብስክራይብ በማድረግ በቀጣይ አዲስ ፖድካስቶች፣ በጤና እና ደህንነት ጉዳዮች ላይ ከባለሙያ ጋር ያደረኛቸው ውይይቶችን ማግኘት ይችላሉ።   YouTube: **** ** አዳዲስ መረጃዎችን ለማግኘት በማህበራዊ ሚዲያዎቻችን ላይ ይከተሉን:  Instagram: ****https://instagram.com/yetena_weg?r=nametag****  Twitter: ****https://twitter.com/yetenaw?s=21&t=NyVsmz_NUwSnHTOXIw8vZw****  Facebook: ****https://www.facebook.com/YeTenaw****  YouTube: ****  Website: ****https://yetenaweg.com/****   LinkedIn: ****https://www.linkedin.com/company/yetena-weg/**,No image,🎙✨✨🎙🧒➡🧑🔄🌟🔹🔹👨👩👧👦🔹🧑⚕💬👉🌟🎙📹📱📸🐦📘📹🌐💼,"https://youtu.be/GCthKAXhQ2o), https://www.youtube.com/c/YeTenaWeg?sub_confirmation=1**, https://www.youtube.com/c/YeTenaWeg?sub_confirmation=1****"
